Unnamed: 0,question,answer,파일명,result,source,Contain,bert_f1,f1_score,cosine_similarity
91,보이스피싱 피해를 방지하기 위해 금융당국이 강조한 핵심 행동 수칙은 무엇인가요?,"출처가 불분명한 메시지나 전화에 응답하지 말고, 금융거래 정보는 절대 타인과 공유하지 말아야 합니다​.",240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!.pdf,금융당국이 강조한 보이스피싱 피해를 방지하기 위한 핵심 행동 수칙은 금융회사의 상시 피해의심거래탐지시스템 구축과 이용자의 계좌에 대한 임시조치 및 본인확인조치를 실시하는 것이다.,"240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, [보도자료] 제4차 연착륙 방안 점검회의 개최, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, 240911(보도자료) 정부, 불법사금융 척결을 위해 대부업 제도 대대적 개편 추진",1,0.6788029074668884,0.0,0.33186874
92,금융당국이 '찾아가는 금융규제 샌드박스' 간담회에서 강조한 주요 내용은 무엇인가요?,금융당국은 핀테크 기업의 애로사항 청취와 규제특례를 통해 혁신금융서비스의 지원을 강화하는 내용을 강조했습니다.,"240821 올해 여덟 번째 핀테크 육성공간 방문, 핀테크 기업들과 직접 소통.pdf",금융당국은 '찾아가는 금융규제 샌드박스' 간담회에서 중소 핀테크 기업들의 규제 관련 애로사항을 청취하고 답변을 제공하는 것을 강조했습니다.,"240924 아홉 번째로 핀테크 육성공간에서 중소 핀테크 기업들과 소통, 240821 올해 여덟 번째 핀테크 육성공간 방문, 핀테크 기업들과 직접 소통, 241028 (보도자료) 금융당국이 올해 열 번째로 중소 핀테크 기업들과 소통했습니다, 241028 (보도자료) 금융당국이 올해 열 번째로 중소 핀테크 기업들과 소통했습니다, (보도참고) 전 금융업권 대상 금융분야 망분리 개선 로드맵 설명회 개최_F",1,0.8344546556472778,0.21428571428571427,0.76433957
93,간편송금을 악용한 보이스피싱 피해를 방지하기 위해 개정된 법의 주요 내용은 무엇인가요?,금융회사와 선불업자 간 정보 공유를 통해 신속한 지급정지와 보이스피싱 탐지 기능을 강화하는 내용을 포함합니다.,240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다.pdf,"간편송금을 악용한 보이스피싱 피해를 방지하기 위해 개정된 법의 주요 내용은 금융회사와 선불업자 간의 정보공유 의무화, 신속한 지급정지 절차 도입, 그리고 금융거래 목적 확인을 위한 고객 계좌개설 및 거래한도 제한 해제 시의 확인 절차 강화이다.","240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, 240911(보도자료) 정부, 불법사금융 척결을 위해 대부업 제도 대대적 개편 추진, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다",1,0.7985593676567078,0.1702127659574468,0.62457603
94,개인 채권 투자 시 유의해야 할 점은 무엇인가요?,채권의 만기와 시장금리 변동에 따라 원금 손실이 발생할 수 있음을 유의해야 합니다​.,240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내.pdf,"개인 채권 투자 시 유의해야 할 점은 발행인의 신용등급, 시장금리 변동, 채권 만기, 그리고 중도 매매 시 가격 변동 위험을 고려해야 한다는 것입니다.","240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내, 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내, 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내, 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내, 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내",1,0.7980141043663025,0.12121212121212123,0.7828817
95,자본시장법 시행으로 유사투자자문업자에게 적용되는 주요 규제는 무엇인가요?,"유사투자자문업자는 단방향 채널을 통한 조언만 허용되고, 개별 상담은 금지됩니다​.",240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다.pdf,"자본시장법 시행으로 유사투자자문업자에게 적용되는 주요 규제는 개별 상담 금지, 원금손실 가능성 안내, 소비자 손실 보전 또는 이익 보장 약정 금지, 그리고 허위 수익률 광고 금지 등입니다.","240723 (보도자료) 조간_유사투자자문업 법률 개정 관련 유의사항 안내, 240723 (보도자료) 조간_유사투자자문업 법률 개정 관련 유의사항 안내, 240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다, 240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다, 240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다",1,0.7372711896896362,0.058823529411764705,0.475163
96,합동세미나의 주요 논의 내용은 무엇인가요?,의료분야 보험사기 대응 강화와 관련 법 개정 방향 등이 논의되었습니다.,240813_(보도자료)_금감원-경찰청-국민건강보험공단 합동세미나 개최.pdf,"합동세미나의 주요 논의 내용은 의료분야 보험사기 조사 및 수사 우수사례 발표, 공·민영 보험사기 공동조사 강화방안, 그리고 개정된 보험사기방지 특별법의 대응방향 논의입니다.","240813_(보도자료)_금감원-경찰청-국민건강보험공단 합동세미나 개최, (금감원) 240730 [별첨1] 위메프 티몬 사태 대응방안, (별첨1)보험개혁회의 운영방향, 240923 24년 제2차 「불공정거래 조사심리기관 협의회」 개최, 240813_(보도자료)_금감원-경찰청-국민건강보험공단 합동세미나 개최",1,0.7930973172187805,0.13333333333333333,0.8448298
97,금융분야 망분리 개선 로드맵에서 제시된 주요 방향은 무엇인가요?,클라우드 서비스(SaaS) 이용 확대와 생성형 AI 활용 허용 등을 통해 보안 규제를 개선하고 혁신을 지원합니다.,240813 금융분야 망분리 규제 개선 로드맵 보도자료.pdf,금융분야 망분리 개선 로드맵의 주요 방향은 자율보안-결과 책임 원칙으로의 규제 선진화와 금융회사의 자체 역량 강화를 지원하는 것이다.,"[별첨] 금융분야 망분리 규제 개선 로드맵, (보도참고) 전 금융업권 대상 금융분야 망분리 개선 로드맵 설명회 개최_F, 240813 금융분야 망분리 규제 개선 로드맵 보도자료, 240813 금융분야 망분리 규제 개선 로드맵 보도자료, (보도참고) 전 금융업권 대상 금융분야 망분리 개선 로드맵 설명회 개최_F",1,0.713723361492157,0.0,0.42399523
98,대리운전자보험 개선의 주요 내용은 무엇인가요?,사고건수별 할인·할증제를 도입하여 다사고 운전자도 합리적으로 보험에 가입할 수 있게 했습니다​.,240812 대리운전자보험의 보험료 부과체계를 합리적으로 개선합니다.pdf,대리운전자보험 개선의 주요 내용은 사고이력에 따라 보험료를 차등 부과하는 할인·할증제도를 도입하여 보험료 부과체계를 개선한 것입니다.,"240812 대리운전자보험의 보험료 부과체계를 합리적으로 개선합니다, 240812 대리운전자보험의 보험료 부과체계를 합리적으로 개선합니다, (별첨1)보험개혁회의 운영방향, (별첨1)보험개혁회의 운영방향, (별첨1)보험개혁회의 운영방향",1,0.766264021396637,0.07692307692307691,0.7923079
99,정산지연 피해를 입은 기업에 대한 지원 내용은 무엇인가요?,"만기연장, 상환유예, 긴급경영안정자금 지원 등 유동성 공급 방안이 포함됩니다​.",240806 (보도자료) 조간_위메프-티몬 정산지연 피해판매자 지원방안 시행.pdf,"정산지연 피해를 입은 기업에 대한 지원 내용으로는 기존 대출의 최대 1년 만기 연장, 정책금융기관 보증부 대출을 통한 긴급 자금 지원, 그리고 소상공인 및 중소기업에 대한 정책자금 지원이 포함됩니다.","240801 (붙임1) 티메프 피해기업 지원방안, (금감원) 240729 티몬 위메프 판매대금 정산지연 피해업체 등에 대한 금융지원 방안, 240807 (경장) 위메프 티몬 사태 추가 대응방안 및 제도개선방향, (금감원) 240729 티몬 위메프 판매대금 정산지연 피해업체 등에 대한 금융지원 방안, 위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련",0,0.7487268447875977,0.05555555555555555,0.6402063
100,부동산PF 연착륙 대책의 주요 목표는 무엇인가요?,부동산PF 사업장의 재구조화 및 신디케이트론을 통한 자금 지원으로 연착륙을 유도하는 것입니다​.,240731(보도참고) 제3차 부동산PF 연착륙 대책 점검회의 개최.pdf,"부동산PF 연착륙 대책의 주요 목표는 부동산 PF의 질서 있는 연착륙을 통해 예측 가능하고 관리 가능한 범위 내에서 사업성을 평가하고, 정상 사업장에는 신규 자금을 원활히 공급하며, 사업성이 부족한 사업장은 신속한 재구조화를 유도하는 것입니다.","240731(보도참고) 제3차 부동산PF 연착륙 대책 점검회의 개최, [보도자료] 제4차 연착륙 방안 점검회의 개최, [보도자료] 제4차 연착륙 방안 점검회의 개최, 240731(보도참고) 제3차 부동산PF 연착륙 대책 점검회의 개최, 240801(보도자료) 금융시장 안정을 위해 관계기관 공조 강화",1,0.765113890171051,0.13953488372093023,0.8071858
