Unnamed: 0,question,answer,파일명,result
81,금융감독원이 이화여자대학교와 공동으로 개최한 국제 컨퍼런스의 주제는 무엇인가요?,"""Toward the era of Green Transition""입니다.","240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최.pdf","금융감독원과 이화여자대학교가 공동으로 개최한 국제 컨퍼런스의 주제는 ""Toward the era of Green Transition""입니다. 이 컨퍼런스에서는 저탄소 전환을 위한 금융의 역할에 대해 논의할 예정입니다. (출처: 240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최.txt)"
82,금융감독원이 두산로보틱스 증권신고서 정정을 요구한 주요 이유는 무엇인가요?,의사결정 과정 및 분할 신설부문의 수익가치 산정 근거의 보완이 미흡했기 때문입니다​.,240826_(보도참고) 두산로보틱스 증권신고서에 대한 정정요구 관련 설명.pdf,"금융감독원이 두산로보틱스 증권신고서 정정을 요구한 주요 이유는 해당 신고서의 내용이 불법 금융행위와 관련이 있을 가능성이 있기 때문입니다. 금융감독원은 금융업체가 아닌 경우에도 금융업을 영위하거나 거래 과정에서 사기가 의심되는 경우 즉시 거래를 중단하고 신고할 것을 권장하고 있습니다. 이는 금융소비자의 보호를 위한 조치로, 불법 금융행위에 대한 경각심을 높이기 위한 것입니다. (출처: 241031 멕시코 회사채 투자 관련 불법 금융투자업자를 조심하세요!.txt)"
83,금융감독원이 금융소비자를 위해 개편한 홈페이지의 주요 개선점 중 하나는 무엇인가요?,오픈 API 서비스 통합과 유형별 분류를 통해 금융정보 접근성을 개선한 점입니다​.,"240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥.pdf","금융감독원이 금융소비자를 위해 개편한 홈페이지의 주요 개선점 중 하나는 접근성과 편리성을 대폭 개선하여 금융소비자가 필요한 정보를 쉽고 빠르게 찾을 수 있도록 한 것입니다. 특히, 장애인과 고령자 등 정보소외계층의 이용 편의성을 높이기 위해 홈페이지의 접근성을 개선하고, 인증기관의 품질인증을 취득하였습니다. (출처: 240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥.txt)"
84,비대면 환전 서비스 이용 시 주의해야 할 점은 무엇인가요?,외화를 수령하려면 신청인 본인이 지정된 환전소에서 본인의 신분증을 지참해야 합니다​.,240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항.pdf,"비대면 환전 서비스를 이용할 때 주의해야 할 점은 다음과 같습니다:

1. **신분증 지참**: 비대면 환전 서비스로 신청한 외화는 신청인 본인만 수령할 수 있으며, 반드시 신청인 명의의 신분증을 지참해야 합니다. 만약 신청인이 14세 미만의 미성년자일 경우, 법정 대리인의 신분증과 함께 가족관계증명서 및 기본증명서도 필요합니다 (출처: 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항.txt).

2. **외화 수령 장소 확인**: 외화를 수령할 영업점의 정확한 위치를 사전에 확인해야 합니다. 예를 들어, 인천공항에서는 출국심사 전의 출국장 환전소에서만 외화를 수령할 수 있으며, 출국심사 후 면세구역의 환전소에서는 수령이 불가능합니다 (출처: 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항.txt).

3. **필요 서류 준비**: 외화를 수령하기 위해 필요한 서류를 미리 준비해야 하며, 서류 미비로 인해 외화를 수령하지 못하는 상황을 피해야 합니다 (출처: 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항.txt).

이러한 점들을 유의하여 비대면 환전 서비스를 이용하면 불편을 최소화할 수 있습니다."
85,2024년 6월 말 기준 보험회사의 대출채권 연체율은 얼마였나요?,0.55%입니다.,240826 (보도자료) 24.6월말 보험회사 대출채권 현황.pdf,2024년 6월 말 기준 보험회사의 대출채권 연체율은 0.55%였습니다. (출처: 240826 (보도자료) 24.6월말 보험회사 대출채권 현황.txt)
86,특별이익 제공 금지와 관련된 법적 처벌은 무엇인가요?,3년 이하의 징역 또는 3천만 원 이하의 벌금입니다.,240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례.pdf,"특별이익 제공 금지와 관련된 법적 처벌은 보험업법 제98조에 명시되어 있습니다. 이 법에 따르면 보험계약의 체결 또는 모집에 종사하는 자는 계약자나 피보험자에게 금품을 제공하거나, 보험료의 대납, 근거 없는 보험료 할인, 과도한 보험금 지급 약속 등을 해서는 안 됩니다. 이러한 특별이익 제공은 불법행위로 간주되며, 위반 시에는 법적 제재가 가해질 수 있습니다. 구체적으로는 해당 법의 규정을 위반한 경우, 업무 정지 명령이나 등록 취소 등의 처벌이 있을 수 있습니다 (출처: 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례.txt)."
87,리테일풀 수수료 체계 개편의 주요 목적은 무엇인가요?,리테일풀에 대한 명확한 수수료 배분 기준 마련과 수수료 지급 기준의 충실한 안내입니다​.,240823 (보도자료) 조간_리테일풀 수수료 체계 개편.pdf,"리테일풀 수수료 체계 개편의 주요 목적은 리테일풀에 대한 명확한 이익 배분 기준을 확립하고, 수수료 지급 기준을 충실히 안내하여 투자자들이 보다 투명하게 수수료를 이해할 수 있도록 하는 것입니다. 이를 통해 증권사가 리테일풀 주식을 대여하여 수취하는 수수료에 연동된 수수료 지급체계를 개선하고, 각 증권사별 수수료율 비교공시를 도입하여 투자자들이 수수료를 쉽게 비교할 수 있도록 하는 것이 목표입니다. 이러한 개선은 리테일풀 투자자에게 보다 공정하고 일관된 수수료 지급 기준을 제공하기 위한 것입니다 (출처: 240823 (보도자료) 조간_리테일풀 수수료 체계 개편.txt)."
88,제12기 FSS 대학생 금융교육 봉사단의 주요 활동 대상은 누구인가요?,"초·중·고등학교 및 청소년, 어르신 등 다양한 계층입니다.",240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범.pdf,"제12기 FSS 대학생 금융교육 봉사단의 주요 활동 대상은 전국의 초·중·고등학교 및 청소년 수련시설입니다. 이들은 금융 이론 교육과 체험형 교육을 통해 청소년들에게 금융 교육을 제공하며, 어르신들을 대상으로는 디지털 금융교육도 실시합니다 (출처: 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범.txt)."
89,가상자산 이상거래 상시감시 업무의 주요 내용은 무엇인가요?,"이상거래를 감지, 적출하여 심리 및 적절한 조치를 집행하는 것입니다​.",240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.pdf,"가상자산 이상거래 상시감시 업무의 주요 내용은 다음과 같습니다. 

1. **상시감시 조직 운영**: 각 가상자산 거래소는 이상거래 상시감시 전문인력으로 구성된 시장감시조직 및 이상거래 상시감시위원회를 두어, 이상거래의 감시, 분석 및 적출, 심리 업무를 독립적으로 수행해야 합니다. 이는 거래지원 등 다른 업무부서와 분리되어 운영되어야 합니다 (출처: 240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.txt).

2. **이상거래 분석 시스템 운영**: 거래소는 이상거래를 감지하고 적출하기 위한 매매자료를 축적하고 분석하는 시스템을 운영해야 하며, 이를 통해 이상거래를 신속하게 파악하고 대응할 수 있어야 합니다 (출처: 240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.txt).

3. **공동 대응 체계 구축**: 가상자산 거래소 간의 정보 공유 및 공동 대응을 위해 핫라인을 구축하여 운영하고 있습니다. 이는 5대 원화 거래소 및 디지털자산거래소 공동협의체(DAXA)와 협력하여 이루어집니다 (출처: 240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.txt).

4. **사후 및 사전 예방 조치**: 거래소는 사후적인 불공정 거래 적출 및 심리 외에도 거래지원(상장) 심사와 이상거래에 대한 사전 예방 조치를 통해 이용자 보호를 적극적으로 수행해야 합니다 (출처: 240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.txt).

이러한 내용들은 가상자산법 시행 이후 가상자산사업자에게 부여된 이상거래 상시감시 업무의 수행 상황을 점검하기 위한 기준으로 작용하고 있습니다."
90,가상자산사업자 사칭 사기에서 피해를 예방하려면 어떻게 해야 하나요?,"가상자산사업자의 공식 홈페이지에서 출금 절차를 확인하고, 검증되지 않은 사이트는 이용하지 말아야 합니다.",240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!.pdf,"가상자산사업자 사칭 사기를 예방하기 위해서는 다음과 같은 유의사항과 대응요령을 숙지해야 합니다:

1. **정확한 정보 확인**: 영업 종료에 따른 가상자산 출금 절차는 반드시 해당 가상자산사업자의 공식 홈페이지를 통해 확인해야 합니다. 불법업체의 대량 문자나 SNS를 통해 제공되는 정보는 신뢰할 수 없습니다.

2. **의심스러운 링크 클릭 금지**: SNS나 스팸 문자에 포함된 인터넷 사이트는 클릭하지 말고, 사칭 사이트로 의심될 경우 한국인터넷진흥원에 신고해야 합니다.

3. **입금 주의**: 검증되지 않은 업체나 개인 계좌로는 절대 입금하지 말아야 합니다. 금융정보분석원에 미신고된 가상자산사업자는 사기 목적의 가짜 거래소일 가능성이 높으므로, 반드시 신고 여부를 확인해야 합니다.

4. **불공정 거래 신고**: 불공정 거래행위나 사기행위를 의심할 경우 즉시 금융감독원에 신고하고, 필요시 수사기관에 신고해야 합니다.

이러한 예방 조치를 통해 가상자산 사칭 사기로부터 피해를 최소화할 수 있습니다. (출처: 240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!.txt))"
91,보이스피싱 피해를 방지하기 위해 금융당국이 강조한 핵심 행동 수칙은 무엇인가요?,"출처가 불분명한 메시지나 전화에 응답하지 말고, 금융거래 정보는 절대 타인과 공유하지 말아야 합니다​.",240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!.pdf,"금융당국이 보이스피싱 피해를 방지하기 위해 강조한 핵심 행동 수칙은 다음과 같습니다. 첫째, 금융소비자는 '여신거래 안심차단 시스템'을 활용하여 금융사고를 사전에 예방할 수 있도록 해야 합니다. 이 시스템은 비대면으로 신청할 수 있으며, 대리인도 신청할 수 있도록 확대될 예정입니다. 둘째, 금융회사는 이용자의 계좌에 대한 상시적인 자체점검을 실시하고, 보이스피싱 탐지를 위한 전산시스템을 구축하여 피해를 예방하는 역할을 강화해야 합니다. 셋째, 금융소비자는 금융회사가 제공하는 안전한 금융거래 서비스를 적극적으로 이용하고, 의심스러운 거래가 발생할 경우 즉시 금융회사에 신고해야 합니다 (출처: (모두발언)_여신거래 안심차단시스템 간담회_금융감독원장_FN(3).txt, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다.txt, (모두발언)_여신거래안심차단_금융위원장_FN(2).txt)."
92,금융당국이 '찾아가는 금융규제 샌드박스' 간담회에서 강조한 주요 내용은 무엇인가요?,금융당국은 핀테크 기업의 애로사항 청취와 규제특례를 통해 혁신금융서비스의 지원을 강화하는 내용을 강조했습니다.,"240821 올해 여덟 번째 핀테크 육성공간 방문, 핀테크 기업들과 직접 소통.pdf","금융당국이 '찾아가는 금융규제 샌드박스' 간담회에서 강조한 주요 내용은 핀테크 기업들과의 직접 소통을 통해 규제 관련 질문과 애로사항에 대한 답변을 제공하는 것이었습니다. 이 간담회는 혁신금융서비스를 준비하거나 운영 중인 핀테크 기업들을 대상으로 하며, 금융위원회, 금융감독원, 한국핀테크지원센터가 함께 참여하여 기업들의 발표와 문의에 대한 답변 및 컨설팅을 진행합니다. 또한, 간담회 후에는 네트워킹 시간을 통해 참여자 간의 교류를 촉진하는 것도 중요한 요소로 강조되었습니다 (출처: 240724 24년 제7회 「찾아가는 금융규제 샌드박스」 간담회 개최.txt)."
93,간편송금을 악용한 보이스피싱 피해를 방지하기 위해 개정된 법의 주요 내용은 무엇인가요?,금융회사와 선불업자 간 정보 공유를 통해 신속한 지급정지와 보이스피싱 탐지 기능을 강화하는 내용을 포함합니다.,240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다.pdf,"간편송금을 악용한 보이스피싱 피해를 방지하기 위해 개정된 법의 주요 내용은 다음과 같습니다:

1. **정보 공유 의무화**: 금융회사와 선불업자 간에 사기 이용 계좌에 대한 구체적인 정보 공유 방법을 규정하였습니다. 이는 피해금이 선불업자로 이전된 경우, 금융회사가 이를 확인하고 선불업자에게 피해금 이전 내역을 전달할 수 있도록 합니다.

2. **금융거래 목적 확인**: 고객의 계좌 개설 시 금융회사가 금융 거래 목적을 확인하는 절차를 의무화하였습니다. 이는 보이스피싱과 같은 사기 거래를 사전에 차단하기 위한 조치입니다.

3. **피해 의심 거래 탐지 시스템 구축**: 금융회사는 상시 피해 의심 거래 탐지 시스템을 구축하고 운영해야 하며, 이를 통해 보이스피싱을 조기에 탐지하고 대응할 수 있도록 합니다.

이러한 내용은 2024년 8월 28일부터 시행되는 「전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법」의 세부사항을 규율하는 「통신사기피해환급법 시행령」 개정안에 포함되어 있습니다 (출처: 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다.txt)."
94,개인 채권 투자 시 유의해야 할 점은 무엇인가요?,채권의 만기와 시장금리 변동에 따라 원금 손실이 발생할 수 있음을 유의해야 합니다​.,240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내.pdf,"개인 채권 투자 시 유의해야 할 점은 다음과 같습니다:

1. **원금 손실 가능성**: 채권은 원금 손실이 발생할 수 있는 금융상품입니다. 발행인의 신용등급이나 부도, 파산 등의 사건이 발생할 경우 원금 손실이 발생할 수 있습니다 (출처: 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내.txt).

2. **시장금리에 따른 가격 변동**: 중도매매를 통해 매매차익을 실현하려는 경우, 채권 매도 시점의 시장금리에 따라 채권가격이 크게 변동할 수 있습니다. 특히, 시장금리가 상승하면 채권가격이 하락하여 손실을 볼 수 있으며, 장기채일수록 가격 변동이 더 클 수 있습니다 (출처: 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내.txt).

3. **환율 변동 리스크**: 해외채권에 투자할 경우 환율 변동에 따른 손실 가능성도 고려해야 합니다. 예를 들어, 외화채권의 경우 환율이 하락하면 원화 기준 수익이 감소할 수 있습니다 (출처: 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항.txt).

4. **장외채권의 유동성 문제**: 장외채권은 중도 매도가 어려울 수 있으므로, 투자 시 유동성에 대한 고려가 필요합니다 (출처: 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내.txt).

5. **환헷지 옵션**: 환율 변동으로 인한 손실이 우려되는 경우, 환헷지된 채권상품을 고려할 수 있습니다 (출처: 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내.txt).

이러한 점들을 충분히 이해하고 고려하여 투자 결정을 내리는 것이 중요합니다."
95,자본시장법 시행으로 유사투자자문업자에게 적용되는 주요 규제는 무엇인가요?,"유사투자자문업자는 단방향 채널을 통한 조언만 허용되고, 개별 상담은 금지됩니다​.",240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다.pdf,"자본시장법 시행으로 유사투자자문업자에게 적용되는 주요 규제는 다음과 같습니다:

1. **영업 방식 제한**: 유사투자자문업자는 단방향 채널을 통해 불특정 다수에게 개별성 없는 조언만 제공할 수 있으며, 온라인 양방향 채널을 통한 유료 회원제로의 영업은 금지됩니다. 이를 위반할 경우 미등록 투자자문업자로 간주되어 처벌을 받을 수 있습니다 (출처: 240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다.txt).

2. **영업 규제 신설**: 유사투자자문업자는 자신이 유사투자자문업자임을 명시하고, 개별 상담을 할 수 없다는 점과 원금 손실 가능성을 안내해야 합니다. 또한, 소비자의 손실을 보전하거나 이익을 보장한다고 약정하는 행위가 금지됩니다 (출처: 240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다.txt).

3. **광고 및 표시 규제**: 유사투자자문업자는 금융소비자보호법과 유사한 수준의 광고 규제를 준수해야 하며, 허위 수익률 제시, 특정 기간의 좋은 성과만을 강조하는 광고 등이 금지됩니다 (출처: 240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다.txt).

4. **진입 및 퇴출 규제**: 유사투자자문업자는 금융위원회에 신고 후 영업이 가능하지만, 결격요건이 있을 경우 영업이 제한될 수 있습니다. 또한, 금감원의 제한적 검사를 받을 수 있습니다 (출처: 240723 (보도자료) 조간_유사투자자문업 법률 개정 관련 유의사항 안내.txt).

이러한 규제들은 유사투자자문업자의 불건전 영업행위를 규율하고 투자자 보호를 강화하기 위한 목적을 가지고 있습니다."
96,합동세미나의 주요 논의 내용은 무엇인가요?,의료분야 보험사기 대응 강화와 관련 법 개정 방향 등이 논의되었습니다.,240813_(보도자료)_금감원-경찰청-국민건강보험공단 합동세미나 개최.pdf,"합동세미나의 주요 논의 내용은 다음과 같습니다. 첫째, 단체보험에 대한 무사고 보험료 환급 허용의 명확화가 논의되었습니다. 이는 보험업법상의 특별이익 규정에 따라 무사고 시 지급되는 환급금의 한계와 관련된 문제점을 다루었습니다. 특히, 단체보험의 경우 특별이익 제공 한도가 보험계약 기준이 아닌 피보험자 기준으로 적용되어 무사고 환급금이 개별보험보다 적을 수 있다는 점이 지적되었습니다 (출처: 240925[별첨2] 보험산업 현안 및 국민 체감형 과제.txt).

둘째, 금융사기 및 불법사금융 피해 예방을 위한 교육 프로그램의 추진이 강조되었습니다. 고용노동부와 소상공인시장진흥공단과의 협력을 통해 실업급여 수급자 및 소상공인 대상의 금융사기 예방 교육이 진행되고 있으며, 이는 구직자와 소상공인들이 금융사기에 노출되지 않도록 돕기 위한 노력입니다 (출처: 240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보.txt).

셋째, 고3 학생들을 위한 금융교육 프로그램이 운영되고 있으며, 이는 신용관리, 금융사기 예방, 재무관리 방법 등을 포함하여 학생들이 사회에 진출하기 전에 필요한 금융역량을 강화하는 데 중점을 두고 있습니다 (출처: 240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁.txt). 

이와 같은 논의들은 보험산업의 개선과 금융사기 예방을 위한 다양한 방안들을 모색하는 데 중점을 두고 있습니다."
97,금융분야 망분리 개선 로드맵에서 제시된 주요 방향은 무엇인가요?,클라우드 서비스(SaaS) 이용 확대와 생성형 AI 활용 허용 등을 통해 보안 규제를 개선하고 혁신을 지원합니다.,240813 금융분야 망분리 규제 개선 로드맵 보도자료.pdf,"금융분야 망분리 개선 로드맵에서 제시된 주요 방향은 금융회사의 업무 효율성을 높이고 신기술 활용을 촉진하기 위한 규제 개선입니다. 특히, 망분리로 인한 비효율성과 클라우드 기반 서비스(SaaS) 및 생성형 AI의 활용 저해 문제를 해결하기 위해 단계별 추진 과제를 설정하였습니다. 1단계에서는 생성형 AI 활용, SaaS 이용 범위 확대, 연구·개발 분야의 망분리 개선 등이 포함되어 있습니다. 이러한 개선 방향은 금융 보안체계의 선진화와 함께 금융 경쟁력 강화를 목표로 하고 있습니다 (출처: 240813 금융분야 망분리 규제 개선 로드맵 보도자료.txt)."
98,대리운전자보험 개선의 주요 내용은 무엇인가요?,사고건수별 할인·할증제를 도입하여 다사고 운전자도 합리적으로 보험에 가입할 수 있게 했습니다​.,240812 대리운전자보험의 보험료 부과체계를 합리적으로 개선합니다.pdf,"대리운전자보험 개선의 주요 내용은 다음과 같습니다:

1. **할인·할증제도 도입**: 사고 이력이 있는 대리기사도 보험에 가입할 수 있도록 사고건수에 따라 보험료를 차등 부과하는 할인·할증제도를 도입합니다. 이는 대리운전기사들이 생계를 유지할 수 있도록 돕기 위한 조치입니다. (출처: Passage 0, Passage 1)

2. **렌트비용 보장 특약 신설**: 대리기사의 과실로 사고가 발생했을 경우, 차주(대리운전 이용자)의 렌트비용을 보상하는 특약이 신설됩니다. (출처: Passage 0)

3. **대물·자차 보상 한도 확대**: 고가 차량과 사고 시 충분한 보장을 받을 수 있도록 대물배상 한도를 최대 2억원에서 10억원으로, 자차 보상 한도를 최대 1억원에서 3억원으로 확대합니다. (출처: Passage 0)

이러한 개선 방안은 대리운전기사들이 보험에 가입할 수 있는 기회를 확대하고, 보험료 부담을 합리적으로 조정하여 안정적인 생계를 유지할 수 있도록 하는 데 중점을 두고 있습니다. (출처: Passage 2)"
99,정산지연 피해를 입은 기업에 대한 지원 내용은 무엇인가요?,"만기연장, 상환유예, 긴급경영안정자금 지원 등 유동성 공급 방안이 포함됩니다​.",240806 (보도자료) 조간_위메프-티몬 정산지연 피해판매자 지원방안 시행.pdf,"정산지연 피해를 입은 기업에 대한 지원 내용은 다음과 같습니다:

1. **기존 대출 만기 연장**: 피해 기업은 기존 대출 및 보증에 대해 최대 1년까지 만기 연장을 지원받을 수 있습니다. 이 지원은 모든 금융권(은행, 저축은행, 보험사 등)과 정책금융기관에서 제공됩니다. (출처: Passage 1)

2. **선정산 대출 만기 연장**: 선정산 대출을 취급하는 은행들은 연체가 발생하지 않도록 대출 만기 연장을 지원합니다. (출처: Passage 0)

3. **정책금융기관 보증부 대출**: '기은-신보 협약 프로그램'을 통해 신용보증기금이 90% 보증하고, 기업은행이 최고 우대금리를 제공하는 신규 자금 지원이 예정되어 있습니다. 이 프로그램의 규모는 3,000억원이며, 기업당 한도는 정산지연 금액에 따라 다르지만 최대 3억원으로 설정됩니다. (출처: Passage 0)

4. **소진공 및 중진공의 긴급경영안정자금**: 소상공인 및 중소기업을 위한 저금리 정책자금 지원이 이루어지며, 규모는 2,000억원입니다. 기업당 대출 한도는 소상공인 1.5억원, 중소기업 10억원으로 설정됩니다. (출처: Passage 0)

5. **긴급경영안정자금**: 각 지역별로 소상공인 및 중소기업을 위한 긴급경영안정자금이 지원되며, 한도와 기간은 지역에 따라 다르게 설정됩니다. 예를 들어, 기업당 최대 5억원의 지원이 1년 동안 제공되며, 이자차액 보전도 포함됩니다. (출처: Passage 3, 4)

이와 같은 다양한 지원 방안이 마련되어 피해 기업들이 경영 안정을 도모할 수 있도록 돕고 있습니다. (출처: Passage 1, 0)"
100,부동산PF 연착륙 대책의 주요 목표는 무엇인가요?,부동산PF 사업장의 재구조화 및 신디케이트론을 통한 자금 지원으로 연착륙을 유도하는 것입니다​.,240731(보도참고) 제3차 부동산PF 연착륙 대책 점검회의 개최.pdf,"부동산PF 연착륙 대책의 주요 목표는 정상 사업장에 필요한 자금을 공급하고, 사업성이 부족한 사업장은 PF 시장 참여자가 스스로 재구성하고 정리할 수 있는 여건을 조성하는 것입니다. 이를 통해 부동산 PF 시장의 불확실성을 해소하고 예측 가능성을 높이는 것을 목표로 하고 있습니다. 또한, 금융당국은 부동산 PF 연착륙이 예측 가능하고 관리 가능한 범위 내에서 이루어지고 있다고 평가하며, 지속적인 모니터링과 소통을 통해 시장의 안정성을 유지할 계획입니다 (출처: [보도자료] 제4차 연착륙 방안 점검회의 개최.txt)."
